pincode,location_type,distance_km,terrain_type,infra_type,base_material_cost,labor_rate_factor,final_cost
600001,Rural,8.22,Low,Underground,4716,1.45,28802.99
411001,Rural,6.47,Medium,Underground,4540,1.23,25858.13
500032,Urban,1.59,Low,Underground,6171,1.1,11395.49
110016,Urban,9.51,Medium,Aerial,5379,1.46,30820.99
122002,Rural,5.5,Medium,Aerial,3019,1.15,17210.2
110001,Urban,4.48,Medium,Aerial,6026,1.12,18062.58
500032,Rural,2.43,High,Aerial,7044,1.09,15640.59
411001,Rural,1.32,Low,Aerial,5210,1.26,9905.48
122002,Rural,1.14,Low,Aerial,4051,1.31,8181.69
400076,Urban,2.03,Medium,Aerial,7076,1.24,13725.78
400001,Rural,1.91,High,Underground,4141,1.42,13999.78
560001,Rural,0.62,Low,Aerial,5642,1.14,7991.06
400001,Rural,9.98,Medium,Aerial,4965,1.45,33131.17
560001,Urban,7.74,Low,Underground,5294,1.34,26420.12
400076,Rural,9.22,Medium,Underground,4442,1.31,31959.09
122002,Rural,7.87,Medium,Aerial,5988,1.16,26087.27
560001,Rural,7.75,Medium,Aerial,3924,1.02,23656.18
411045,Urban,7.02,Medium,Aerial,7259,1.09,24566.68
122002,Rural,7.46,Low,Aerial,6732,1.25,25050.66
110001,Urban,5.28,Medium,Underground,5580,1.17,22356.64
411045,Urban,5.74,Low,Underground,7727,1.28,25661.1
122001,Rural,5.85,Low,Aerial,4761,1.27,20091.6
380015,Urban,5.31,Medium,Underground,3229,1.29,17859.96
700091,Urban,7.97,Low,Underground,3176,1.32,22523.99
110001,Rural,9.81,High,Aerial,3184,1.16,29708.73
500032,Urban,0.84,Low,Underground,4811,1.45,10207.42
500032,Rural,5.96,High,Underground,7573,1.46,33831.93
700091,Urban,4.41,Low,Aerial,6286,1.15,15319.65
600028,Rural,6.54,Medium,Aerial,6086,1.13,24501.33
400076,Urban,2.31,Medium,Underground,4059,1.17,12136.13
110016,Rural,4.48,Medium,Underground,7669,1.19,25058.62
600001,Rural,5.72,Medium,Aerial,6437,1.26,23154.34
400076,Urban,9.36,Medium,Aerial,7408,1.21,31376.94
560034,Urban,6.24,High,Aerial,7652,1.27,25380.59
380001,Urban,1.28,Medium,Underground,5396,1.47,13526.77
380015,Rural,1.7,High,Aerial,3417,1.03,8614.1
380015,Rural,9.4,Low,Underground,4979,1.4,33244.27
600001,Urban,4.22,Medium,Underground,4096,1.44,18885.99
500032,Rural,5.86,High,Aerial,3639,1.11,20718.78
500081,Rural,9.09,High,Aerial,7532,1.45,39111.05
700001,Urban,7.21,Low,Aerial,6098,1.49,23009.3
122002,Urban,8.73,High,Underground,3046,1.18,29496.96
700091,Urban,4.25,Medium,Aerial,5745,1.16,16476.18
500081,Rural,5.25,High,Aerial,3228,1.29,19659.42
110016,Urban,5.71,Medium,Underground,4764,1.34,22370.59
560001,Rural,7.78,Medium,Aerial,4271,1.4,26642.84
411001,Urban,1.48,Low,Aerial,4333,1.27,8342.77
700001,Rural,8.1,High,Underground,3417,1.14,30830.64
700001,Rural,7.5,Medium,Aerial,7559,1.46,30224.7
400076,Urban,3.84,Medium,Aerial,4719,1.15,14865.54
600001,Urban,8.39,Medium,Underground,7864,1.04,31935.76
500032,Urban,7.92,High,Underground,3045,1.3,27812.07
400076,Urban,7.65,Low,Underground,7120,1.31,28188.33
560001,Rural,7.65,High,Aerial,6742,1.18,31133.05
380015,Urban,6.15,High,Aerial,6697,1.01,23465.48
700001,Rural,9.79,Medium,Underground,7625,1.18,39564.74
110001,Urban,8.57,Low,Underground,4488,1.09,25950.93
560001,Rural,3.67,Medium,Underground,6326,1.17,19631.25
600028,Rural,2.53,Low,Aerial,4136,1.2,10928.82
700091,Urban,9.44,High,Aerial,3245,1.22,27353.45
500032,Urban,2.22,Medium,Underground,7289,1.12,16454.09
380001,Urban,8.08,Low,Aerial,7678,1.47,27398.59
122002,Rural,3.89,Medium,Underground,4218,1.5,19719.04
110001,Urban,1.84,Low,Aerial,6214,1.3,12117.58
700091,Rural,6.65,Medium,Aerial,4498,1.07,22015.17
560034,Urban,0.63,High,Aerial,6447,1.2,10331.84
110001,Rural,7.56,Medium,Aerial,3052,1.38,22522.18
400001,Rural,7.9,High,Aerial,4604,1.03,25453.3
380015,Urban,3.04,High,Underground,7559,1.29,22377.23
560001,Rural,1.58,Low,Aerial,4744,1.07,8936.77
400001,Urban,5.9,Medium,Underground,6145,1.32,23943.24
500032,Rural,8.45,Medium,Aerial,6635,1.48,31218.95
500032,Urban,3.68,Low,Aerial,5139,1.16,13319
110016,Rural,2.14,Medium,Underground,6410,1.33,16884.59
380015,Rural,7.49,Medium,Underground,7605,1.06,30555.84
380015,Rural,2.86,High,Underground,7097,1,19983.25
122002,Rural,3.98,High,Aerial,4118,1.16,15686.06
500032,Rural,9.17,Medium,Aerial,4109,1.11,26664.9
400076,Urban,0.73,High,Underground,3511,1.49,8858.79
500081,Urban,8.11,Medium,Underground,5593,1.07,27120.53
122001,Urban,9.07,High,Underground,7338,1.12,34964.71
700091,Urban,9.41,High,Underground,6610,1.08,37208.61
400001,Urban,3.7,High,Aerial,5164,1.46,17354.44
400076,Urban,2.6,Low,Aerial,4799,1.29,11481.7
500081,Urban,7.7,High,Underground,5652,1.03,28970.72
110001,Urban,4.31,Medium,Aerial,6979,1.05,16847.52
400076,Urban,4.56,Low,Aerial,6700,1.05,16297.3
400001,Rural,6.69,Low,Underground,7883,1.26,29077.26
560034,Urban,5.52,Low,Aerial,4703,1.25,17542.85
600001,Urban,1.99,Low,Aerial,7836,1.36,15166.92
380015,Rural,2.97,Low,Underground,5422,1.25,15927.63
400076,Urban,9.28,Low,Aerial,4519,1.05,23119.66
700091,Urban,5.32,High,Aerial,4703,1.41,21151.62
560034,Rural,8.77,Medium,Aerial,3487,1.41,28004.43
122002,Urban,6.2,Low,Aerial,7276,1.1,20664.32
560034,Rural,9.14,Medium,Aerial,6188,1.42,33714.05
560001,Urban,1.32,Low,Underground,5887,1.28,11636.7
700091,Rural,8.03,Medium,Underground,5299,1.2,30497.68
380015,Rural,1.11,High,Aerial,7885,1.12,14459.93
380001,Urban,2.36,Low,Underground,5917,1.49,16183.9
700001,Rural,5.13,Medium,Aerial,6089,1.28,21618.63
560001,Urban,8.76,High,Underground,5259,1.08,32863.09
380015,Rural,1.62,Low,Underground,3491,1.13,9167.65
400076,Urban,5.24,High,Underground,5598,1.15,22640.52
700001,Urban,6.54,Low,Underground,5070,1.3,22836.73
500081,Urban,9.14,Low,Underground,5266,1.15,26968.59
110016,Urban,3.82,Low,Underground,5405,1.11,15046.31
400001,Rural,7.83,Medium,Aerial,5825,1.03,25633.92
400001,Rural,3.38,High,Underground,4725,1.16,18260.04
380001,Urban,1.19,High,Underground,4461,1.33,11052.53
122002,Rural,1.64,Low,Underground,3834,1.48,10907.25
380015,Urban,9.23,Medium,Aerial,7298,1.45,32283.25
400076,Urban,3.73,Low,Underground,3193,1.35,13121.68
560001,Urban,7.85,Low,Aerial,4474,1.04,19844.7
600001,Urban,6.81,Low,Underground,7784,1.38,27890.17
700001,Rural,9.62,High,Underground,4324,1.47,39109.85
400076,Rural,2.21,Low,Underground,7138,1.06,14144.9
411045,Rural,6.67,Medium,Underground,7736,1.29,33016.71
560034,Urban,3.44,Low,Underground,5065,1.3,15765.62
600001,Rural,6.76,Low,Underground,3607,1.45,23807.36
380015,Urban,7.78,Low,Underground,3769,1.46,25331.31
411001,Rural,0.58,Low,Aerial,3108,1.04,4934.9
700001,Urban,6.03,High,Aerial,4767,1.37,21256.22
122001,Urban,2.57,Medium,Aerial,4470,1.15,11859.08
411045,Rural,4.53,High,Aerial,5656,1.34,21024.84
560034,Urban,1.75,High,Aerial,7878,1.09,14919.92
700091,Rural,7.43,Low,Underground,3148,1.26,23201.72
400076,Rural,3.75,High,Underground,3434,1.41,19073.89
500081,Rural,8.94,Medium,Aerial,3641,1.4,26121.42
122002,Urban,2.52,High,Underground,4595,1.22,14901.84
122002,Urban,8.12,Low,Aerial,5250,1.4,22476.76
122001,Rural,2.02,High,Aerial,5844,1.44,16855.67
400076,Urban,9.72,High,Aerial,5691,1.14,30868.11
110016,Urban,2.92,Low,Aerial,5339,1.25,12558.22
500032,Urban,6.78,High,Underground,7399,1.13,30381.86
700091,Urban,1.02,Medium,Aerial,4708,1.35,9059.02
560034,Urban,4.35,Low,Aerial,4750,1.25,14947.16
110016,Rural,7.67,Medium,Underground,6526,1.21,33290.28
700091,Urban,3,Medium,Aerial,7086,1.41,17738.73
380001,Rural,8.48,Low,Aerial,6401,1.39,28444.92
600028,Rural,9.16,Low,Underground,7617,1.11,32672.96
380015,Urban,9.38,High,Aerial,4561,1.38,31066.41
110016,Rural,3.17,High,Underground,5635,1.42,21406.46
110001,Rural,1.07,High,Aerial,7342,1.08,12666.77
500081,Rural,2.59,Low,Underground,6440,1.26,16803.84
411001,Rural,1.86,Low,Underground,5453,1.05,12269.97
400076,Urban,4.98,Medium,Aerial,5355,1.43,20176.17
700091,Rural,4.95,Medium,Aerial,3024,1.28,16153.04
122002,Rural,8.93,High,Aerial,7641,1.16,33966.24
700001,Urban,6.26,Medium,Aerial,7342,1.3,23329.94
600001,Urban,5.82,Low,Aerial,6367,1,18360.82
400076,Rural,8.64,Low,Underground,6494,1.43,31362.3
122002,Urban,9.16,Low,Aerial,7275,1.07,25283.98
700001,Urban,6.31,High,Aerial,5434,1.41,24721.68
500032,Urban,6.36,Medium,Underground,7701,1.4,29606.17
110001,Rural,7.67,Medium,Underground,5389,1.32,30734.37
600028,Urban,9.99,High,Aerial,4476,1.04,29020.65
400001,Rural,5.1,High,Aerial,5339,1.07,21311.91
560034,Urban,9.94,Medium,Aerial,6865,1.38,33053.04
500032,Urban,7.33,Low,Underground,6572,1.11,24745.3
500032,Rural,4.68,Low,Aerial,6399,1,16577.32
600028,Rural,1.75,High,Aerial,5816,1.48,15231.46
560001,Urban,2.39,Low,Underground,5961,1.41,14777.53
500032,Rural,1.11,High,Aerial,7023,1.42,15800.2
700091,Rural,3.73,High,Aerial,4027,1.2,15158.76
600001,Urban,8.17,High,Aerial,4201,1.2,26500.39
380001,Rural,6.72,Medium,Underground,6014,1.36,28090.55
110016,Urban,5.78,Low,Aerial,4737,1.39,17633.05
411001,Rural,3.22,Medium,Aerial,6311,1.28,16735.85
411045,Rural,1.77,Medium,Aerial,6162,1.06,11510.16
600001,Rural,0.93,High,Underground,3016,1.09,7797.71
600001,Rural,8.22,Medium,Aerial,5780,1.23,27182.63
600001,Rural,4.8,Medium,Underground,7850,1.32,26456.26
411001,Rural,4.86,Low,Underground,7506,1.06,22051.12
122001,Urban,0.61,High,Aerial,7808,1.08,11425.24
500032,Rural,3.66,Low,Aerial,5404,1.35,16336.3
411001,Urban,8.56,Low,Underground,3498,1.21,24364.48
700001,Rural,4.2,High,Aerial,7349,1.16,22115.48
600001,Rural,1.4,Medium,Underground,6918,1.37,16856.6
600028,Urban,1.84,Medium,Underground,3731,1.3,10909.71
122001,Rural,6.26,Medium,Underground,4426,1.23,25329.14
600028,Urban,0.94,Low,Underground,3490,1.27,7516.77
600028,Rural,4.19,High,Underground,5896,1.38,25504.59
600001,Urban,9.45,Medium,Underground,7667,1.3,35421.65
380015,Rural,6.23,Medium,Aerial,4998,1.04,22005.84
500032,Rural,1.2,Medium,Aerial,5628,1.23,10659.29
400001,Urban,6.07,Low,Aerial,4594,1.37,18496.81
560034,Rural,0.7,High,Underground,6617,1.36,15289.36
600028,Urban,2.28,Low,Aerial,4193,1.15,9676.82
700091,Urban,3.74,Medium,Aerial,4375,1.2,13521.29
380001,Rural,8.42,Low,Aerial,7050,1.29,26647.14
600028,Rural,5.15,Low,Aerial,3814,1.14,15267.35
400076,Urban,1.72,High,Aerial,5603,1.17,11630.48
500032,Urban,6.49,Low,Aerial,6009,1.5,22992.52
110016,Rural,1.63,High,Underground,4798,1.11,13070.04
380001,Rural,2.1,High,Aerial,3733,1.48,12837.54
110016,Rural,5.73,Low,Aerial,4525,1.39,18280.98
560001,Urban,3.9,High,Underground,5956,1.49,22280.91
110001,Urban,2.76,Low,Aerial,5757,1.05,11859.39
110016,Urban,7.55,Low,Aerial,5721,1.24,21819.02
400076,Urban,8.13,Low,Aerial,7726,1.18,25427.02
380001,Rural,7.54,High,Underground,7385,1.28,38312.8
600028,Urban,4.1,Medium,Aerial,3592,1.35,14005.82
411001,Urban,7.08,Low,Underground,6718,1.25,26718.88
500081,Rural,2.04,Low,Underground,6959,1.4,17962.26
400076,Rural,0.62,Medium,Aerial,3796,1,6106.34
110016,Urban,7.12,High,Underground,7587,1.07,32056.01
110001,Rural,7.64,Medium,Underground,5342,1.34,30262.81
400001,Rural,9.09,Medium,Aerial,4438,1.18,28358.83
380001,Urban,7.41,High,Underground,4724,1.48,30055.8
122001,Urban,9.18,Low,Aerial,7473,1.27,29099.21
122002,Rural,9.39,High,Underground,4001,1.24,35919.78
380015,Urban,4.18,High,Underground,7660,1.1,23208.8
380001,Rural,3.43,Low,Aerial,3758,1.32,12510.61
110016,Urban,5.36,High,Aerial,6185,1.29,21714.63
700001,Urban,1.6,Low,Aerial,3538,1.44,8208.75
400001,Urban,4.77,High,Underground,4956,1.31,22286.92
122001,Urban,2.93,High,Underground,3858,1.31,14439.25
560034,Urban,4.22,Medium,Underground,6698,1.35,21989.92
560001,Rural,4.83,Low,Underground,6960,1.19,22810.21
700091,Rural,0.95,Low,Underground,4632,1.08,8823.82
411045,Urban,7.72,Medium,Aerial,5860,1.41,26884.77
560034,Rural,0.96,High,Aerial,4141,1.06,8310.44
380001,Urban,8.99,Low,Underground,7693,1.35,31657.38
411001,Rural,8.45,High,Underground,4950,1.14,32683.47
110001,Urban,9.24,Low,Aerial,7694,1.4,30444.24
110001,Rural,3.72,Medium,Underground,6122,1.01,19225.58
600028,Rural,8.91,Medium,Aerial,5907,1.2,30175.59
500032,Urban,2.59,Medium,Aerial,6802,1.07,14208.7
400001,Rural,3.03,Low,Underground,3551,1.26,12552.71
380001,Urban,3.04,Medium,Underground,5145,1.26,16665.05
411001,Rural,2.42,Medium,Underground,5700,1.45,18314.39
122002,Urban,3.17,Medium,Underground,6862,1.11,17964.89
110016,Urban,8.37,Medium,Underground,5503,1.18,30246.18
400076,Rural,5.07,High,Underground,3479,1.03,21305.94
122002,Rural,0.82,Low,Aerial,5089,1.08,7333.13
600001,Rural,3.99,Low,Underground,6951,1.01,18829.69
600001,Urban,4.07,Medium,Aerial,3329,1.37,14563.31
122002,Rural,4.2,Low,Underground,6643,1.39,21275.37
411045,Rural,0.64,Low,Underground,3364,1.06,5963.05
411001,Urban,4.39,Medium,Underground,6644,1.3,21768.38
500032,Rural,8.69,Low,Underground,3049,1.17,25314.56
700001,Rural,6.38,Medium,Underground,3587,1.23,24326.43
122002,Urban,7.52,High,Aerial,5090,1.25,24534.09
110001,Rural,1.35,High,Aerial,7560,1.04,14028.78
380001,Urban,8.71,Low,Underground,5490,1.34,28284.23
500081,Rural,2.25,Medium,Underground,6701,1.19,16438.89
700091,Rural,5.3,Medium,Aerial,6176,1.1,19635.59
411001,Rural,6.53,High,Underground,4976,1.41,30945.68
380015,Urban,0.71,High,Aerial,7912,1.11,12163.99
700001,Rural,7.96,Low,Underground,3194,1.16,24790.9
411001,Rural,7.47,Medium,Underground,6827,1.04,30297.21
